24.231.224.0/19,"CHARTER-NET-HKY-NC - Charter Communications",US
24.246.172.0/24,"MORRISBB - Morris Broadband, LLC",US
24.247.160.0/19,"CHARTER-NET-HKY-NC - Charter Communications",US
24.26.32.0/19,"SCRR-10796 - Time Warner Cable Internet LLC",US
24.41.136.0/21,"LCPR-HSD - Liberty Cablevision of Puerto Rico LTD",PR
24.51.180.0/24,"ZITOMEDIA611 - Zito Media, L.P.",US
24.80.0.0/13,"SHAW - Shaw Communications Inc.",CA
24.90.0.0/16,"SCRR-12271 - Time Warner Cable Internet LLC",US
27.1.16.0/22,"GNJ-AS-KR G&J, LTD.",KR
27.112.104.0/21,"TSUKAERUNET Tsukaeru.net, Web Hosting Company, Japan",JP
27.114.135.0/24,"DHIRAAGU-MV-AP Dhivehi Raajjeyge Gulhun (Dhiraagu)",MV
27.118.20.0/24,"HANELCOM-AS-VN Hanel Communication JSC",VN
27.122.16.0/20,"DATEC-PNG-AS-AP Datec-PNG",PG
27.124.112.0/20,"AUSTDOM-AS-AP Aust Domains International Pty Ltd.",AU
27.130.0.0/17,"JASTEL-NETWORK-TH-AP JasTel Network International Gateway",TH
27.152.0.0/13,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
27.192.0.0/11,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
27.232.0.0/14,"KIXS-AS-KR Korea Telecom",KR
27.254.96.0/24,"CSLOX-IDC-AS-AP CS LOXINFO Public Company Limited.",TH
27.4.48.0/20,"HATHWAY-NET-AP Hathway IP Over Cable Internet",IN
27.55.64.0/18,NO_N,ZZ
27.7.64.0/20,"HATHWAY-NET-AP Hathway IP Over Cable Internet",IN
27.97.0.0/20,"ICLNET-AS-AP Idea Cellular Limited",IN
31.130.160.0/21,"ASNELSON Nelson Services, s.r.o.",SK
31.131.248.0/21,"SELECTEL OOO _Network of data-centers _Selectel_",RU
31.134.105.0/24,"NEIRONSYSTEMS-NET PP Neiron Systems",UA
31.135.192.0/20,"EURONET-AS Euronet s.c. Norbert Saniewski, Joanna Saniewska",PL
31.15.8.0/21,"GLOBE-AS ACTIVE 24, s.r.o.",CZ
31.153.32.0/19,"CYTA-NETWORK Cyprus Telecommunications Authority",CY
31.168.0.0/16,"BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd",IL
31.173.240.0/23,"MF-SIB-AS PJSC MegaFon",RU
31.174.0.0/15,"P4NET P4 Sp. z o.o.",PL
31.176.128.0/18,"BIHNET BH Telecom d.d. Sarajevo",BA
31.180.0.0/17,"ALANIA-AS PJSC Rostelecom",RU
31.181.0.0/16,"STC-AS PJSC Rostelecom",RU
31.184.192.0/18,"PIN-AS Petersburg Internet Network ltd.",RU
31.185.16.0/21,"FORINICOM Forinicom S.r.l.",IT
31.186.168.0/23,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
31.186.169.0/24,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
31.187.79.0/24,"SWIFTWAY-AS Swiftway Sp. z o.o.",GB
31.187.80.0/24,"not routed",XX
31.192.209.0/24,"NETINTERNET Netinternet Bilgisayar ve Telekomunikasyon San. ve Tic. Ltd. Sti.",TR
31.192.210.0/24,"NETINTERNET Netinternet Bilgisayar ve Telekomunikasyon San. ve Tic. Ltd. Sti.",TR
31.192.211.0/24,"NETINTERNET Netinternet Bilgisayar ve Telekomunikasyon San. ve Tic. Ltd. Sti.",TR
31.193.128.0/20,"SIMPLYTRANSIT Simply Transit Ltd",GB
31.200.16.0/21,"DOGAN-ONLINE DOGAN TV DIGITAL PLATFORM ISLETMECILIGI A.S.",TR
31.200.192.0/24,"QUANTUM Quantum CJSC",RU
31.202.0.0/17,"CITYNET-AS Maxnet Autonomous System",UA
31.202.240.0/22,"FORMAT-TV-AS MSP Format Ltd.",UA
31.202.244.0/22,"FORMAT-TV-AS MSP Format Ltd.",UA
31.204.145.0/24,"INTERACTIVE3D i3d B.V.",NL
31.209.128.0/24,"ABS-PEERING-AS-AP Asia Broadcast Satellite Ltd",HK
31.209.132.0/24,NO_N,ZZ
31.222.128.0/18,"Rackspace Ltd.",GB
31.223.128.0/19,"TELEKOM-SRPSKE-AS Telekom Srpske",BA
31.25.184.0/21,"MEMSET Memset Ltd",GB
31.25.24.0/21,"URALCOMSETI-AS OOO _Convex-Tagil-Center_",RU
31.25.240.0/21,"ZRA-AS RUS.COM CO.LTD",RU
31.29.1.0/24,"KTNET OJSC Kyrgyztelecom",KG
31.29.16.0/20,"KTNET OJSC Kyrgyztelecom",KG
31.29.2.0/23,"KTNET OJSC Kyrgyztelecom",KG
31.29.4.0/22,"KTNET OJSC Kyrgyztelecom",KG
31.29.8.0/21,"KTNET OJSC Kyrgyztelecom",KG
31.3.224.0/19,"REDSTATION Redstation Limited",GB
31.31.176.0/21,"PTC-YEMENNET Public Telecommunication Corporation",YE
31.31.196.0/24,"UNITEDNET United Network LLC",RU
31.32.0.0/13,"ASN-BOUYGTEL-ISP Bouygues Telecom SA",FR
31.41.80.0/21,NO_N,ZZ
31.43.224.0/19,"SEVLUSH-AS Electron Service LTD",UA
31.43.96.0/19,"ASLANUA-NETWORK LocalNet Ltd.",UA
31.46.0.0/16,"HTC-AS Magyar Telekom Plc.",HU
31.47.144.0/20,"TOTALNET-AS TVINGO Telecom Ltd.",RU
31.48.0.0/13,"BT-UK-AS BT Public Internet Service",GB
31.61.128.0/21,"TPNET Orange Polska Spolka Akcyjna",PL
31.8.160.0/19,"JSCBIS-AS OJSC _Bashinformsvyaz_",RU
31.8.192.0/18,"JSCBIS-AS OJSC _Bashinformsvyaz_",RU
36.232.0.0/16,"HINET Data Communication Business Group",TW
36.235.0.0/16,"HINET Data Communication Business Group",TW
36.236.0.0/16,"HINET Data Communication Business Group",TW
36.248.0.0/14,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
36.32.0.0/14,"CHINA169-BACKBONE CNCGROUP China169 Backbone",CN
36.38.112.0/21,"PCN-AS-KR CJ-CABLENET",KR
36.44.0.0/15,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
36.56.0.0/14,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
36.68.240.0/21,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.70.192.0/20,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.71.128.0/22,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.72.144.0/21,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.74.100.0/22,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.76.240.0/22,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.77.184.0/21,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.83.32.0/20,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.84.0.0/16,"TELKOMNET-AS2-AP PT Telekomunikasi Indonesia",ID
36.99.0.0/16,"CHINANET-BACKBONE No.31,Jin-rong Street",CN
37.0.121.0/24,NO_N,ZZ
37.1.192.0/21,"LEASEWEB-DE Leaseweb Deutschland GmbH",DE
37.1.200.0/21,"SERVERIUS-AS Serverius Holding B.V.",NL
37.1.216.0/21,"LEASEWEB-DE Leaseweb Deutschland GmbH",DE
37.107.0.0/18,"SAUDINETSTC-AS Saudi Telecom Company JSC",SA
37.11.0.0/16,"JAZZNET Jazz Telecom S.A.",ES
37.113.88.0/21,"YAR-AS JSC _ER-Telecom Holding_",RU
37.115.0.0/16,"KSNET-AS _Kyivstar_ PJSC",UA
37.115.128.0/17,"KSNET-AS _Kyivstar_ PJSC",UA
37.122.208.0/21,"AS20738 Webfusion Internet Solutions",GB
37.128.200.0/21,"AZERONLINE Azeronline Information Services",AZ
37.130.226.0/23,"UK2NET-AS UK2 - Ltd",GB
37.130.227.128/29,"UK2NET-AS UK2 - Ltd",GB
37.133.0.0/16,"JAZZNET Jazz Telecom S.A.",ES
37.134.0.0/16,"JAZZNET Jazz Telecom S.A.",ES
37.139.52.0/24,"CONTABO Contabo GmbH",DE
37.139.64.0/24,"RACKSRV RackSRV Communications Limited",GB
37.140.128.0/18,"YANDEX Yandex LLC",RU
37.140.141.0/26,"YANDEX Yandex LLC",RU
37.140.188.0/25,"YANDEX Yandex LLC",RU
37.140.192.0/22,"UNITEDNET United Network LLC",RU
37.142.224.0/19,"HOTNET-IL Hot-Net internet services Ltd.",IL
37.144.0.0/14,"CORBINA-AS OJSC _Vimpelcom_",RU
37.147.96.0/19,"CORBINA-AS OJSC _Vimpelcom_",RU
37.15.0.0/16,"JAZZNET Jazz Telecom S.A.",ES
37.150.128.0/22,"KAZTELECOM-AS JSC Kazakhtelecom",KZ
37.150.224.0/19,"KAZTELECOM-AS JSC Kazakhtelecom",KZ
37.151.224.0/20,"KAZTELECOM-AS JSC Kazakhtelecom",KZ
37.155.32.0/19,"AVEA-TELEKOMUNIKASYON AVEA Iletisim Hizmetleri A.S.",TR
37.157.192.0/21,NO_N,ZZ
37.157.194.0/24,NO_N,ZZ
37.17.224.0/23,"DE-FIRSTCOLO First Colo GmbH",DE
37.18.42.0/24,NO_N,ZZ
37.18.73.0/24,"INTERNETPOLIGLOT-AS Internet Poliglot Ltd",RU
37.187.0.0/16,"OVH OVH SAS",FR
37.187.128.0/21,"OVH OVH SAS",FR
37.187.136.0/21,"OVH OVH SAS",FR
37.187.144.0/20,"OVH OVH SAS",FR
37.187.248.0/21,"OVH OVH SAS",FR
37.187.51.0/24,"OVH OVH SAS",FR
37.187.68.0/23,"OVH OVH SAS",FR
37.187.88.0/21,"OVH OVH SAS",FR
37.19.85.0/24,"CIS Shabakeh Gostar Shahriyar Co. (Ltd.)",IR
37.191.128.0/17,"LYNET-INTERNETT-AS Lynet Internett AS",NO
37.192.0.0/14,"NTK Novotelecom Ltd",RU
37.193.16.0/21,"NTK Novotelecom Ltd",RU
37.203.209.0/24,"AS-60485 Inter Connects Inc",EE
37.212.0.0/14,"BELPAK-AS Republican Unitary Telecommunication Enterprise Beltelecom",BY
37.213.0.0/16,"BELPAK-AS Republican Unitary Telecommunication Enterprise Beltelecom",BY
37.214.128.0/19,"BELPAK-AS Republican Unitary Telecommunication Enterprise Beltelecom",BY
37.218.254.0/24,"PROVIDERBOX dogado GmbH",DE
37.220.112.0/20,"BAT-AS9038 Batelco Jordan",JO
37.228.92.0/24,"MTW-AS JSC MediaSoft Ekspert",RU
37.229.0.0/16,"KSNET-AS _Kyivstar_ PJSC",UA
37.230.104.0/21,"AEROTEK-AS Aerotek Bilisim Taahhut Sanayi ve Ticaret Limited Sirketi",TR
37.230.114.0/23,"ISPSYSTEM-AS JSC _ISPsystem_",LU
37.230.212.0/23,NO_N,ZZ
37.236.128.0/21,"EARTHLINK-AS EarthLink Ltd. Communications&Internet Services",IQ
37.24.128.0/17,"LGI-UPC Liberty Global Operations B.V.",AT
37.247.108.0/24,"DGN DGN TEKNOLOJI BILISIM YAYINCILIK SANAYI VE LIMITED SIRKETI",TR
37.247.111.0/24,"DGN DGN TEKNOLOJI BILISIM YAYINCILIK SANAYI VE LIMITED SIRKETI",TR
37.247.124.0/22,"TECNOCRATICA Neodigit SL",ES
37.247.48.0/21,"PDDA-AS Prometeus di Daniela Agro",CZ
37.29.74.0/24,"MF-CENTER-AS PJSC MegaFon",RU
37.34.56.0/21,"TRANSIP-AS TransIP B.V.",NL
37.44.64.0/18,"BELPAK-AS Republican Unitary Telecommunication Enterprise Beltelecom",BY
37.46.118.0/23,"ALTUSHOST-NET AltusHost B.V.",NL
37.48.112.0/21,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
37.48.120.0/24,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
37.48.64.0/18,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
37.48.64.0/19,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
37.48.96.0/20,"LEASEWEB-NL LeaseWeb Netherlands B.V.",NL
37.52.0.0/14,"UKRTELNET JSC UKRTELECOM",UA
37.54.0.0/15,"UKRTELNET JSC UKRTELECOM",UA
37.55.184.0/22,"UKRTELNET JSC UKRTELECOM",UA
37.57.231.0/24,"BANKINFORM-AS CONTENT DELIVERY NETWORK LTD",UA
37.58.48.0/21,"LEASEWEB-DE Leaseweb Deutschland GmbH",DE
37.59.0.0/16,"OVH OVH SAS",FR
37.8.0.0/20,"HADARA-AS Hadara Technologies Private Shareholding Company",PS
37.8.48.0/20,"HADARA-AS Hadara Technologies Private Shareholding Company",PS
37.9.224.0/20,"SEEWEB Seeweb s.r.l.",IT
37.99.0.0/24,"ORBITA-PLUS-AS 2DAY Telecom LLP",KZ
38.0.0.0/8,"COGENT-174 - Cogent Communications",US
38.106.28.0/24,"IVAS01 - Altay Corporation",US
38.107.183.0/24,"TELESCOPE-LA-0 - Telescope Inc",US
38.110.168.0/22,NO_N,ZZ
38.116.192.0/24,"ORION-ASN - ORANO",CA
38.68.14.0/23,"QUERY-FOUNDRY - Query Foundry, LLC",US
39.171.0.0/16,"CMNET-ZHEJIANG-AP China Mobile communications corporation",CN
39.182.128.0/17,"CMNET-ZHEJIANG-AP China Mobile communications corporation",CN
39.184.0.0/16,"CMNET-ZHEJIANG-AP China Mobile communications corporation",CN
39.187.192.0/19,"CMNET-ZHEJIANG-AP China Mobile communications corporation",CN
39.41.128.0/17,"PKTELECOM-AS-PK Pakistan Telecom Company Limited",PK
40.64.0.0/10,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation",US
41.104.0.0/13,ALGTEL-AS,DZ
41.128.136.0/22,LINKdotNET-AS,EG
41.140.168.0/21,MT-MPLS,MA
41.142.200.0/21,MT-MPLS,MA
41.160.0.0/12,Neotel-AS,ZA
41.184.112.0/20,IPNXng,NG
41.185.0.0/16,webafrica,ZA
41.188.16.0/20,TGN,MG
41.189.161.0/24,SCANCOM,GH
41.189.32.0/19,CITelecom-AS,CI
41.203.16.0/20,HETZNER,ZA
41.212.0.0/17,WANANCHI-KE,KE
41.220.100.0/24,ASINTELVISION,SC
41.223.156.0/22,ANGOLATELECOM,AO
41.224.224.0/19,ORANGE-TN,TN
41.225.0.0/16,"TN-BB-AS Tunisia BackBone AS",TN
41.238.192.0/18,"TE-AS TE-AS",EG
41.244.240.0/22,VIETTEL-CM-AS,CM
41.251.168.0/21,MT-MPLS,MA
41.33.0.0/17,"TE-AS TE-AS",EG
41.33.128.0/17,"TE-AS TE-AS",EG
41.43.192.0/18,"TE-AS TE-AS",EG
41.46.128.0/18,"TE-AS TE-AS",EG
41.57.102.0/23,JTL,KE
41.63.160.0/19,TVCaboAngola,AO
41.65.0.0/17,ETISALAT-MISR,EG
41.77.138.0/24,CITYNET,EG
41.82.0.0/15,"SONATEL-AS Autonomous System",EU
41.82.64.0/18,"SONATEL-AS Autonomous System",EU
42.112.128.0/20,"FPT-AS-AP The Corporation for Financing & Promoting Technology",VN
42.117.0.0/20,"FPT-AS-AP The Corporation for Financing & Promoting Technology",VN
42.120.0.0/15,"CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd.",CN
42.120.0.0/16,"CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd.",CN
43.224.32.0/22,"AS-CHOOPA - Choopa, LLC",US
43.242.128.0/23,"I4HKLIMITED-AS i4HK Limited",HK
43.252.212.0/22,"EXABYTES-AS-AP Exa Bytes Network Sdn.Bhd.",MY
43.255.176.0/23,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN
45.16.0.0/12,"ATT-INTERNET4 - AT&T Services, Inc.",US
45.32.240.0/21,"AS-CHOOPA - Choopa, LLC",US
45.33.0.0/17,"SOFTLAYER - SoftLayer Technologies Inc.",US
45.33.0.0/19,"SOFTLAYER - SoftLayer Technologies Inc.",US
45.33.112.0/20,"SOFTLAYER - SoftLayer Technologies Inc.",US
45.34.0.0/15,"AS40676 - Psychz Networks",US
45.36.0.0/15,"SCRR-11426 - Time Warner Cable Internet LLC",US
45.43.240.0/20,"NITEL - NETWORK INNOVATIONS, INC.",US
45.48.0.0/14,"ROADRUNNER-WEST - Time Warner Cable Internet LLC",US
45.55.0.0/16,"DIGITALOCEAN-ASN - Digital Ocean, Inc.",US
45.55.128.0/18,NO_N,ZZ
45.55.192.0/18,NO_N,ZZ
45.55.32.0/19,NO_N,ZZ
45.57.128.0/18,"SERVER-MANIA - B2 Net Solutions Inc.",US
45.59.128.0/18,"ROYA - Roya Hosting LLC",US
45.59.85.0/24,"AS62943-BLUEBIRD-NETWORK - Bluebird Network",US
45.62.120.0/22,"IT7NET - IT7 Networks Inc",CA
45.63.48.0/20,"AS-CHOOPA - Choopa, LLC",US
45.64.75.0/24,NO_N,ZZ
45.79.208.0/20,"GNAXNET-AS - Global Net Access, LLC",US
46.1.254.0/24,"MILLENICOM-AS MILLENI.COM",DE
46.10.16.0/21,"BTC-AS Bulgarian Telecommunications Company Plc.",BG
46.101.128.0/18,NO_N,ZZ
46.102.96.0/21,"XTGLOBAL XT GLOBAL NETWORKS LTD.",RO
46.103.0.0/16,"CYTA-NETWORK Cyprus Telecommunications Authority",CY
46.105.0.0/16,"OVH OVH SAS",FR
46.107.0.0/16,"HTC-AS Magyar Telekom Plc.",HU
46.117.0.0/16,"NV-ASN 013 NetVision Ltd.",IL
46.118.0.0/15,"KSNET-AS _Kyivstar_ PJSC",UA
46.118.119.0/24,"KSNET-AS _Kyivstar_ PJSC",UA
46.118.127.0/24,"KSNET-AS _Kyivstar_ PJSC",UA
46.118.159.0/24,"KSNET-AS _Kyivstar_ PJSC",UA
46.119.0.0/16,"KSNET-AS _Kyivstar_ PJSC",UA
46.12.0.0/18,"FORTHNET-GR Forthnet",EU
46.129.0.0/16,"LGI-UPC Liberty Global Operations B.V.",AT
46.137.0.0/17,"AMAZON-02 - Amazon.com, Inc.",US
46.147.64.0/19,"ERTH-NCHLN-AS JSC _ER-Telecom Holding_",RU
46.147.68.0/22,"ERTH-NCHLN-AS JSC _ER-Telecom Holding_",RU
46.148.112.0/20,"LINK-AS Link Ltd.",RU
46.148.18.0/24,"INFIUM Infium, UAB",UA
46.148.30.0/23,"INFIUM Infium, UAB",UA
46.149.80.0/20,"DYTYNETS-AS Osnova-Internet LLC",UA
46.151.48.0/21,"DGROUP-AS Bystrov Dmitriy Sergeevich",CZ
46.151.52.0/22,"PRIME-LINE-AS JSC _Prime-Line_",RU
46.159.0.0/16,"ROSTELECOM-AS PJSC Rostelecom",RU
46.160.84.0/23,"FORMAT-TV-AS MSP Format Ltd.",UA
46.160.85.0/24,"FORMAT-TV-AS MSP Format Ltd.",UA
46.161.56.0/24,"AS-REGION40 Trusov Ilya Igorevych",UA
46.161.57.0/24,"AS-REGION40 Trusov Ilya Igorevych",UA
46.161.58.0/24,"AS-REGION40 Trusov Ilya Igorevych",UA
46.161.59.0/24,"AS-REGION40 Trusov Ilya Igorevych",UA
46.161.60.0/24,"AS-REGION40 Trusov Ilya Igorevych",UA
46.161.61.0/24,"AS-REGION40 Trusov Ilya Igorevych",UA
46.161.62.0/24,"AS-REGION40 Trusov Ilya Igorevych",UA
46.161.63.0/24,"AS-REGION40 Trusov Ilya Igorevych",UA
46.162.64.0/18,"BREDBAND2 Bredband2 AB",SE
46.164.192.0/18,"IC-VORONEZH-AS IC-VORONEZH",RU
46.165.192.0/18,"LEASEWEB-DE Leaseweb Deutschland GmbH",DE
46.165.200.0/22,"LEASEWEB-NETWORK LeaseWeb Network B.V.",NL
46.165.212.0/22,"LEASEWEB-NETWORK LeaseWeb Network B.V.",NL
46.165.216.0/21,"LEASEWEB-NETWORK LeaseWeb Network B.V.",NL
46.166.136.0/21,"NFORCE NFOrce Entertainment BV",NL
46.166.168.0/21,"BALTICSERVERS1-AS UAB DUOMENU CENTRAS",LT
46.166.184.0/21,"NFORCE NFOrce Entertainment BV",NL
46.166.186.192/26,"NFORCE NFOrce Entertainment BV",NL
46.175.80.0/21,"MEDIANA-AS Mediana ltd.",UA
46.183.160.0/21,"CARAVAN JSC Caravan Telecom",RU
46.183.216.0/21,"DATACLUB DataClub S.A.",LV
46.185.0.0/17,"KSNET-AS _Kyivstar_ PJSC",UA
46.188.64.0/18,"CO-2COM-AS 2COM Co ltd.",RU
46.19.136.0/21,"PLI-AS Private Layer INC",CH
46.197.224.0/20,"TURKSAT-AS Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.",TR
46.20.32.0/20,"MYLOC-AS myLoc managed IT AG",DE
46.201.128.0/17,"UKRTELNET JSC UKRTELECOM",UA
46.21.160.0/20,"RIJNDATA-AS Technotop Internet BV",NL
46.211.0.0/16,"KSNET-AS _Kyivstar_ PJSC",UA
46.211.128.0/17,"KSNET-AS _Kyivstar_ PJSC",UA
46.216.0.0/17,"MTSBY-AS Mobile TeleSystems JLLC",BY
46.217.56.0/21,"MT-AS-OWN Makedonski Telekom AD-Skopje",MK
46.218.247.192/29,"AS-COMPLETEL COMPLETEL SAS France",FR
46.218.64.0/18,"AS-COMPLETEL COMPLETEL SAS France",FR
46.219.240.0/21,"FREENET-AS Freenet Ltd.",UA
46.219.241.0/24,"FREENET-AS Freenet Ltd.",UA
46.22.175.0/24,"IONIC-PL-AS IONIC Sp. z o.o. Sp. k.",PL
46.229.160.0/20,"ADVANCEDHOSTERS-AS DataWeb Global Group B.V.",NL
46.229.164.0/24,"ADVANCEDHOSTERS-AS DataWeb Global Group B.V.",NL
46.23.64.0/21,"UK2NET-AS UK2 - Ltd",GB
46.23.68.72/29,"UK2NET-AS UK2 - Ltd",GB
46.235.200.0/21,"IPTOX-AS iptoX GmbH",DE
46.235.40.0/21,"SUPERIOR-AS Superior B.V.",NL
46.24.0.0/14,"COMUNITEL VODAFONE ESPANA S.A.U.",ES
46.240.0.0/17,"MOBILY-AS Etihad Etisalat Company (Mobily)",SA
46.242.128.0/17,"HOMEPL-AS home.pl S.A.",PL
46.243.104.0/21,"STWIMST Stadtgemeinde/Stadtwerke Imst",AT
46.243.173.0/24,NO_N,ZZ
46.246.0.0/17,"PORTLANE Portlane AB",SE
46.246.82.0/23,"FOILHAT Foilhat LLC",SE
46.246.86.0/23,"FOILHAT Foilhat LLC",SE
46.249.32.0/19,"SERVERIUS-AS Serverius Holding B.V.",NL
46.249.52.192/26,"SERVERIUS-AS Serverius Holding B.V.",NL
46.252.24.0/22,"DOMAINFACTORY domainfactory GmbH",DE
46.253.0.0/20,"BTEL-BG-AS _Bulgartel_ EAD",BG
46.28.104.0/21,NO_N,ZZ
46.28.48.0/21,"UK2NET-AS UK2 - Ltd",GB
46.28.64.0/21,"ITLAS ITL Company",UA
46.30.244.0/22,"SERVERPLAN-AS Server Plan S.r.l.",IT
46.31.40.0/21,"DEVCLIC-AS DEVCLIC SARL",FR
46.32.0.0/19,"IR-AVABARID-AS Rasaneh Avabarid Private Joint Stock Company",IR
46.32.224.0/19,"AS20738 Webfusion Internet Solutions",GB
46.32.226.0/23,"AS20738 Webfusion Internet Solutions",GB
46.33.224.0/19,"WILDPARK-AS WildPark Co",UA
46.35.128.0/19,"HPTNET-AS HT d.o.o. Mostar",BA
46.37.64.0/19,"PROCONO-AS PROCONO S.A.",ES
46.39.224.0/19,"ISKRATELECOM-AS Iskratelecom CJSC",RU
46.4.0.0/16,"HETZNER-AS Hetzner Online GmbH",DE
46.44.192.0/18,"ASN-WELCOMEITALIA Welcome Italia S.p.A.",IT
46.45.0.0/19,"VEGA-NET-AS Vega Service, LLC",RU
46.53.160.0/21,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
46.53.176.0/22,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
46.53.180.0/22,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
46.53.192.0/22,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
46.53.200.0/22,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
46.53.208.0/22,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
46.53.216.0/22,"ATLANT-TELECOM-AS FE _ALTERNATIVNAYA ZIFROVAYA SET_",BY
46.72.0.0/16,"TI-AS Net By Net Holding LLC",RU
46.9.0.0/16,"TELENOR-NEXTEL Telenor Norge AS",NO
47.20.0.0/14,"CABLE-NET-1 - Cablevision Systems Corp.",US
47.32.0.0/18,"CHARTER-NET-HKY-NC - Charter Communications",US
47.62.0.0/16,"VODAFONE_ES VODAFONE ESPANA S.A.U.",ES
47.88.12.0/22,"CNNIC-ALIBABA-CN-NET-AP Alibaba (China) Technology Co., Ltd.",CN
49.144.96.0/19,"IPG-AS-AP Philippine Long Distance Telephone Company",PH
49.212.0.0/16,"SAKURA-C SAKURA Internet Inc.",JP
49.229.200.0/22,NO_N,ZZ
49.50.76.0/22,"CYFUTURE-AS-IN Cyber Futuristics India Pvt Ltd",IN
49.50.8.0/24,"MWN-AS-ID PT Master Web Network",ID
5.1.0.0/19,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
5.101.119.0/24,NO_N,ZZ
5.101.152.0/21,NO_N,ZZ
5.101.217.0/24,NO_N,ZZ
5.101.218.0/24,NO_N,ZZ
5.101.219.0/24,NO_N,ZZ
5.101.220.0/24,NO_N,ZZ
5.101.220.128/25,NO_N,ZZ
5.101.221.0/24,NO_N,ZZ
5.101.222.0/24,NO_N,ZZ
5.102.168.0/21,"CUSTDC Custodian Ltd.",GB
5.105.0.0/17,"CDS-AS Cifrovye Dispetcherskie Sistemy",UA
5.108.36.0/22,"ASN-ETTIHADETISALAT Etihad Etisalat, a joint stock company",SA
5.12.0.0/14,"RCS-RDS RCS & RDS SA",RO
5.124.0.0/18,"IRANCELL-AS Iran Cell Service and Communication Company",IR
5.129.192.0/19,"METRO-SET-AS Metroset Ltd.",RU
5.133.176.0/21,"IOMART-AS Iomart",GB
5.133.48.0/21,NO_N,ZZ
5.133.60.0/22,NO_N,ZZ
5.134.121.0/24,"ASN-ITNET ITnet S.r.l.",IT
5.134.122.0/23,"ASN-ITNET ITnet S.r.l.",IT
5.134.124.0/22,"ASN-ITNET ITnet S.r.l.",IT
5.135.0.0/16,"OVH OVH SAS",FR
5.135.134.0/23,"OVH OVH SAS",FR
5.135.136.0/21,"OVH OVH SAS",FR
5.135.144.0/21,"OVH OVH SAS",FR
5.138.64.0/19,"ROSTELECOM-AS PJSC Rostelecom",RU
5.139.96.0/19,"ROSTOV-TELEGRAF-AS PJSC Rostelecom",RU
5.14.0.0/16,"RCS-RDS RCS & RDS SA",RO
5.140.202.0/24,"TTKNET PJSC Rostelecom",RU
5.141.0.0/16,"HMFES PJSC Rostelecom",RU
5.141.192.0/24,"PFES PJSC Rostelecom",RU
5.141.214.0/23,"YANFES PJSC Rostelecom",RU
5.141.220.0/23,"RU-USI-KURGAN PJSC Rostelecom",RU
5.141.226.0/23,"USI PJSC Rostelecom",RU
5.143.128.0/19,"BELSVYAZ-AS PJSC Rostelecom",RU
5.144.128.0/22,"IR-AS Noavaran Shabakeh Sabz Mehregan",IR
5.146.0.0/15,"LGI-UPC Liberty Global Operations B.V.",AT
5.152.128.0/20,NO_N,ZZ
5.153.0.0/18,"SOFTLAYER - SoftLayer Technologies Inc.",US
5.156.174.0/24,"ALJAWWALSTC-AS Saudi Telecom Company JSC",SA
5.157.38.0/24,"AS-60485 Inter Connects Inc",EE
5.157.80.0/21,"CYSO-AS Cyso Hosting B.V.",NL
5.158.233.0/24,"INFOLINK-AS Infolink",RU
5.164.192.0/18,"ERTH-NNOV-AS JSC _ER-Telecom Holding_",RU
